example_id                                                    | status  | run_time        |
./spec/factories_spec.rb[1:6:2]                               | passed  | 0.8902 seconds  |
./spec/factories_spec.rb[1:6:3:1]                             | passed  | 0.771 seconds   |
./spec/factories_spec.rb[1:6:4:1]                             | passed  | 0.76357 seconds |
./spec/factories_spec.rb[1:6:5:1]                             | passed  | 0.72793 seconds |
./spec/factories_spec.rb[1:6:6:1]                             | passed  | 0.75161 seconds |
./spec/factories_spec.rb[1:6:7:1]                             | passed  | 0.76112 seconds |
./spec/factories_spec.rb[1:7:1]                               | passed  | 0.00413 seconds |
./spec/factories_spec.rb[1:7:2]                               | passed  | 0.46016 seconds |
./spec/factories_spec.rb[1:8:1]                               | passed  | 0.01926 seconds |
./spec/factories_spec.rb[1:8:2]                               | passed  | 0.01832 seconds |
./spec/factories_spec.rb[1:8:3:1]                             | passed  | 0.00853 seconds |
./spec/factories_spec.rb[1:8:4:1]                             | passed  | 0.02398 seconds |
./spec/factories_spec.rb[1:9:1]                               | passed  | 0.01264 seconds |
./spec/factories_spec.rb[1:9:2]                               | passed  | 0.35929 seconds |
./spec/factories_spec.rb[1:10:1]                              | passed  | 0.02235 seconds |
./spec/factories_spec.rb[1:10:2]                              | passed  | 0.18257 seconds |
./spec/factories_spec.rb[1:11:1]                              | passed  | 0.0019 seconds  |
./spec/factories_spec.rb[1:11:2]                              | passed  | 0.01181 seconds |
./spec/factories_spec.rb[1:11:3:1]                            | passed  | 0.01668 seconds |
./spec/factories_spec.rb[1:12:1]                              | passed  | 0.00238 seconds |
./spec/factories_spec.rb[1:12:2]                              | passed  | 0.01924 seconds |
./spec/helpers/auth_providers_helper_spec.rb[1:1:1:1]         | passed  | 0.00136 seconds |
./spec/helpers/auth_providers_helper_spec.rb[1:1:2:1]         | passed  | 0.00265 seconds |
./spec/helpers/auth_providers_helper_spec.rb[1:1:3:1]         | passed  | 0.00311 seconds |
./spec/helpers/auth_providers_helper_spec.rb[1:1:4:1]         | passed  | 0.00318 seconds |
./spec/helpers/auth_providers_helper_spec.rb[1:1:5:1]         | passed  | 0.00137 seconds |
./spec/helpers/auth_providers_helper_spec.rb[1:1:6:1]         | passed  | 0.02642 seconds |
./spec/helpers/auth_providers_helper_spec.rb[1:1:7:1]         | passed  | 0.00447 seconds |
./spec/helpers/auth_providers_helper_spec.rb[1:1:8:1]         | passed  | 0.00183 seconds |
./spec/helpers/auth_providers_helper_spec.rb[1:1:9:1]         | passed  | 0.00178 seconds |
./spec/helpers/auth_providers_helper_spec.rb[1:1:10:1]        | passed  | 0.00141 seconds |
./spec/helpers/export_helper_spec.rb[1:1:1:1]                 | passed  | 0.00193 seconds |
./spec/helpers/export_helper_spec.rb[1:1:1:2]                 | passed  | 0.00149 seconds |
./spec/helpers/export_helper_spec.rb[1:1:2:1]                 | passed  | 0.00182 seconds |
./spec/helpers/export_helper_spec.rb[1:1:2:2]                 | passed  | 0.00273 seconds |
./spec/helpers/export_helper_spec.rb[1:1:2:3]                 | passed  | 0.00191 seconds |
./spec/helpers/export_helper_spec.rb[1:1:2:4]                 | passed  | 0.04091 seconds |
./spec/helpers/export_helper_spec.rb[1:2:1]                   | passed  | 0.007 seconds   |
./spec/helpers/export_helper_spec.rb[1:2:2]                   | passed  | 0.00711 seconds |
./spec/helpers/export_helper_spec.rb[1:3:1]                   | passed  | 0.0023 seconds  |
./spec/helpers/export_helper_spec.rb[1:3:2]                   | passed  | 0.00116 seconds |
./spec/helpers/slack_notifications_helper_spec.rb[1:1:1]      | passed  | 0.00376 seconds |
./spec/helpers/slack_notifications_helper_spec.rb[1:1:2]      | passed  | 0.01574 seconds |
./spec/helpers/slack_notifications_helper_spec.rb[1:1:3]      | passed  | 0.05968 seconds |
./spec/helpers/slack_notifications_helper_spec.rb[1:2:1]      | passed  | 0.00222 seconds |
./spec/initializers/settings_validation_spec.rb[1:1:1:1]      | passed  | 0.004 seconds   |
./spec/initializers/settings_validation_spec.rb[1:1:1:2]      | passed  | 0.0047 seconds  |
./spec/initializers/settings_validation_spec.rb[1:1:1:3]      | passed  | 0.00523 seconds |
./spec/initializers/settings_validation_spec.rb[1:1:1:4]      | passed  | 0.00657 seconds |
./spec/initializers/settings_validation_spec.rb[1:1:1:5]      | passed  | 0.01107 seconds |
./spec/initializers/settings_validation_spec.rb[1:1:1:6]      | passed  | 0.01656 seconds |
./spec/initializers/settings_validation_spec.rb[1:1:1:7]      | passed  | 0.0086 seconds  |
./spec/initializers/settings_validation_spec.rb[1:1:1:8]      | passed  | 0.01041 seconds |
./spec/initializers/settings_validation_spec.rb[1:1:1:9]      | passed  | 0.00523 seconds |
./spec/initializers/settings_validation_spec.rb[1:1:1:10]     | passed  | 0.00884 seconds |
./spec/initializers/settings_validation_spec.rb[1:1:2:1]      | passed  | 0.01489 seconds |
./spec/initializers/settings_validation_spec.rb[1:1:2:2]      | passed  | 0.01691 seconds |
./spec/initializers/settings_validation_spec.rb[1:1:3:1]      | passed  | 0.01392 seconds |
./spec/initializers/settings_validation_spec.rb[1:1:3:2]      | passed  | 0.01418 seconds |
./spec/initializers/settings_validation_spec.rb[1:1:4:1]      | passed  | 0.00624 seconds |
./spec/integration/email_configuration_spec.rb[1:1:1:1]       | passed  | 0.00438 seconds |
./spec/integration/email_configuration_spec.rb[1:1:1:2]       | passed  | 0.00229 seconds |
./spec/integration/email_configuration_spec.rb[1:1:2:1]       | passed  | 0.00679 seconds |
./spec/integration/email_configuration_spec.rb[1:1:2:2]       | passed  | 0.00922 seconds |
./spec/integration/email_configuration_spec.rb[1:2:1]         | passed  | 0.00062 seconds |
./spec/integration/email_configuration_spec.rb[1:2:2]         | passed  | 0.00359 seconds |
./spec/integration/email_configuration_spec.rb[1:3:1]         | passed  | 0.00379 seconds |
./spec/integration/email_configuration_spec.rb[1:4:1]         | passed  | 0.00384 seconds |
./spec/lib/oidc_startup_validator_spec.rb[1:1:1:1]            | passed  | 0.00467 seconds |
./spec/lib/oidc_startup_validator_spec.rb[1:1:2:1]            | passed  | 0.00605 seconds |
./spec/lib/oidc_startup_validator_spec.rb[1:1:2:2]            | passed  | 0.00189 seconds |
./spec/lib/oidc_startup_validator_spec.rb[1:1:2:3]            | passed  | 0.00402 seconds |
./spec/lib/oidc_startup_validator_spec.rb[1:1:3:1]            | passed  | 0.0014 seconds  |
./spec/lib/oidc_startup_validator_spec.rb[1:1:3:2]            | passed  | 0.0031 seconds  |
./spec/lib/oidc_startup_validator_spec.rb[1:1:3:3]            | passed  | 0.00281 seconds |
./spec/lib/oidc_startup_validator_spec.rb[1:1:4:1]            | passed  | 0.00662 seconds |
./spec/lib/oidc_startup_validator_spec.rb[1:1:4:2]            | passed  | 0.01225 seconds |
./spec/lib/oidc_startup_validator_spec.rb[1:1:4:3]            | passed  | 0.01267 seconds |
./spec/lib/oidc_startup_validator_spec.rb[1:1:4:4]            | passed  | 0.03713 seconds |
./spec/lib/oidc_startup_validator_spec.rb[1:1:4:5]            | passed  | 0.00529 seconds |
./spec/lib/oidc_startup_validator_spec.rb[1:1:5:1]            | passed  | 0.00302 seconds |
./spec/lib/oidc_startup_validator_spec.rb[1:1:5:2]            | passed  | 0.00224 seconds |
./spec/lib/oidc_startup_validator_spec.rb[1:1:6:1]            | passed  | 0.00304 seconds |
./spec/lib/oidc_startup_validator_spec.rb[1:1:6:2]            | passed  | 0.00339 seconds |
./spec/lib/oidc_startup_validator_spec.rb[1:1:6:3]            | passed  | 0.00171 seconds |
./spec/lib/oidc_startup_validator_spec.rb[1:1:7:1]            | passed  | 0.00946 seconds |
./spec/lib/oidc_startup_validator_spec.rb[1:1:7:2]            | passed  | 0.00187 seconds |
./spec/lib/oidc_startup_validator_spec.rb[1:2:1]              | passed  | 0.00461 seconds |
./spec/lib/oidc_startup_validator_spec.rb[1:2:2]              | passed  | 0.00127 seconds |
./spec/lib/oidc_startup_validator_spec.rb[1:2:3]              | passed  | 0.00345 seconds |
./spec/mailers/application_mailer_spec.rb[1:1:1]              | passed  | 0.00081 seconds |
./spec/mailers/application_mailer_spec.rb[1:1:2]              | passed  | 0.00088 seconds |
./spec/mailers/application_mailer_spec.rb[1:1:3]              | passed  | 0.02832 seconds |
./spec/mailers/email_configuration_spec.rb[1:1:1]             | passed  | 0.00207 seconds |
./spec/mailers/email_configuration_spec.rb[1:1:2]             | passed  | 0.00436 seconds |
./spec/mailers/email_configuration_spec.rb[1:2:1]             | passed  | 0.00813 seconds |
./spec/mailers/email_configuration_spec.rb[1:2:2]             | passed  | 0.00526 seconds |
./spec/mailers/email_configuration_spec.rb[1:3:1:1]           | passed  | 0.00056 seconds |
./spec/mailers/email_configuration_spec.rb[1:3:2:1]           | passed  | 0.00148 seconds |
./spec/mailers/email_configuration_spec.rb[1:4:1:1]           | passed  | 0.00113 seconds |
./spec/mailers/email_configuration_spec.rb[1:5:1]             | passed  | 0.00148 seconds |
./spec/mailers/email_configuration_spec.rb[1:5:2]             | passed  | 0.00184 seconds |
./spec/mailers/email_configuration_spec.rb[1:5:3]             | passed  | 0.00078 seconds |
./spec/mailers/email_configuration_spec.rb[1:5:4]             | passed  | 0.00237 seconds |
./spec/mailers/email_configuration_spec.rb[1:6:1]             | passed  | 0.0019 seconds  |
./spec/mailers/email_configuration_spec.rb[1:6:2]             | passed  | 0.01854 seconds |
./spec/models/component_xccdf_spec.rb[1:1:1]                  | passed  | 5.16 seconds    |
./spec/models/component_xccdf_spec.rb[1:1:2]                  | passed  | 0.22154 seconds |
./spec/models/component_xccdf_spec.rb[1:1:3]                  | passed  | 0.93144 seconds |
./spec/models/components_spec.rb[1:1:1]                       | passed  | 1.97 seconds    |
./spec/models/components_spec.rb[1:1:2]                       | passed  | 5.56 seconds    |
./spec/models/components_spec.rb[1:1:3]                       | passed  | 7.75 seconds    |
./spec/models/components_spec.rb[1:2:1]                       | passed  | 1.81 seconds    |
./spec/models/components_spec.rb[1:3:1]                       | passed  | 1.82 seconds    |
./spec/models/components_spec.rb[1:3:2]                       | passed  | 1.78 seconds    |
./spec/models/components_spec.rb[1:4:1]                       | passed  | 5.1 seconds     |
./spec/models/components_spec.rb[1:4:2]                       | passed  | 1.86 seconds    |
./spec/models/components_spec.rb[1:5:1]                       | passed  | 2.05 seconds    |
./spec/models/components_spec.rb[1:5:2]                       | passed  | 2.08 seconds    |
./spec/models/components_spec.rb[1:5:3]                       | passed  | 1.95 seconds    |
./spec/models/components_spec.rb[1:5:4]                       | passed  | 2.02 seconds    |
./spec/models/components_spec.rb[1:5:5]                       | passed  | 2.05 seconds    |
./spec/models/components_spec.rb[1:6:1]                       | passed  | 2.05 seconds    |
./spec/models/components_spec.rb[1:6:2]                       | passed  | 2.02 seconds    |
./spec/models/components_spec.rb[1:6:3]                       | passed  | 1.92 seconds    |
./spec/models/components_spec.rb[1:6:4]                       | passed  | 2.1 seconds     |
./spec/models/components_spec.rb[1:7:1:1]                     | passed  | 1.8 seconds     |
./spec/models/components_spec.rb[1:7:1:2]                     | passed  | 1.75 seconds    |
./spec/models/components_spec.rb[1:7:2:1]                     | passed  | 1.75 seconds    |
./spec/models/components_spec.rb[1:7:2:2]                     | passed  | 1.81 seconds    |
./spec/models/project_access_request_spec.rb[1:1:1]           | passed  | 0.03032 seconds |
./spec/models/project_access_request_spec.rb[1:1:2]           | passed  | 0.02694 seconds |
./spec/models/project_access_request_spec.rb[1:2:1]           | passed  | 0.06636 seconds |
./spec/models/project_spec.rb[1:1:1]                          | passed  | 0.02769 seconds |
./spec/models/project_spec.rb[1:1:2]                          | passed  | 0.05908 seconds |
./spec/models/project_spec.rb[1:1:3]                          | passed  | 0.12644 seconds |
./spec/models/reviews_spec.rb[1:1:1]                          | passed  | 1.02 seconds    |
./spec/models/reviews_spec.rb[1:1:2]                          | passed  | 1.03 seconds    |
./spec/models/reviews_spec.rb[1:2:1]                          | passed  | 1.04 seconds    |
./spec/models/reviews_spec.rb[1:2:2]                          | passed  | 1.02 seconds    |
./spec/models/reviews_spec.rb[1:2:3]                          | passed  | 1.04 seconds    |
./spec/models/reviews_spec.rb[1:2:4]                          | passed  | 1.07 seconds    |
./spec/models/reviews_spec.rb[1:2:5]                          | passed  | 1.09 seconds    |
./spec/models/reviews_spec.rb[1:2:6]                          | passed  | 1.07 seconds    |
./spec/models/reviews_spec.rb[1:2:7]                          | passed  | 1.03 seconds    |
./spec/models/reviews_spec.rb[1:3:1]                          | passed  | 1.29 seconds    |
./spec/models/reviews_spec.rb[1:3:2]                          | passed  | 1.07 seconds    |
./spec/models/reviews_spec.rb[1:3:3]                          | passed  | 1.15 seconds    |
./spec/models/reviews_spec.rb[1:3:4]                          | passed  | 1.04 seconds    |
./spec/models/reviews_spec.rb[1:3:5]                          | passed  | 1.31 seconds    |
./spec/models/reviews_spec.rb[1:3:6]                          | passed  | 1.15 seconds    |
./spec/models/reviews_spec.rb[1:3:7]                          | passed  | 1.03 seconds    |
./spec/models/reviews_spec.rb[1:3:8]                          | passed  | 1.04 seconds    |
./spec/models/reviews_spec.rb[1:3:9]                          | passed  | 1.43 seconds    |
./spec/models/reviews_spec.rb[1:3:10]                         | passed  | 1.05 seconds    |
./spec/models/reviews_spec.rb[1:3:11]                         | passed  | 1.12 seconds    |
./spec/models/reviews_spec.rb[1:3:12]                         | passed  | 1.13 seconds    |
./spec/models/reviews_spec.rb[1:3:13]                         | passed  | 1.25 seconds    |
./spec/models/reviews_spec.rb[1:3:14]                         | passed  | 1.17 seconds    |
./spec/models/reviews_spec.rb[1:3:15]                         | passed  | 1.1 seconds     |
./spec/models/reviews_spec.rb[1:3:16]                         | passed  | 1.08 seconds    |
./spec/models/reviews_spec.rb[1:3:17]                         | passed  | 1.17 seconds    |
./spec/models/reviews_spec.rb[1:4:1]                          | passed  | 1.01 seconds    |
./spec/models/rules_spec.rb[1:1:1]                            | passed  | 2.39 seconds    |
./spec/models/rules_spec.rb[1:2:1]                            | passed  | 2.13 seconds    |
./spec/models/rules_spec.rb[1:2:2]                            | passed  | 2.19 seconds    |
./spec/models/rules_spec.rb[1:2:3]                            | passed  | 2.24 seconds    |
./spec/models/rules_spec.rb[1:2:4]                            | passed  | 2.16 seconds    |
./spec/models/rules_spec.rb[1:3:1]                            | passed  | 4.08 seconds    |
./spec/models/rules_spec.rb[1:4:1]                            | passed  | 2.28 seconds    |
./spec/models/rules_spec.rb[1:4:2]                            | passed  | 2.1 seconds     |
./spec/models/rules_spec.rb[1:4:3]                            | passed  | 2.25 seconds    |
./spec/models/stig_spec.rb[1:1:1]                             | passed  | 0.72148 seconds |
./spec/models/stig_spec.rb[1:1:2]                             | passed  | 0.28913 seconds |
./spec/models/user_auth_critical_tests_spec.rb[1:1:1:1]       | passed  | 0.45714 seconds |
./spec/models/user_auth_critical_tests_spec.rb[1:1:1:2]       | passed  | 0.20003 seconds |
./spec/models/user_auth_critical_tests_spec.rb[1:1:2:1]       | passed  | 0.04169 seconds |
./spec/models/user_auth_critical_tests_spec.rb[1:1:2:2]       | passed  | 0.02894 seconds |
./spec/models/user_auth_critical_tests_spec.rb[1:1:2:3]       | passed  | 0.00365 seconds |
./spec/models/user_auth_critical_tests_spec.rb[1:1:3:1]       | passed  | 0.06855 seconds |
./spec/models/user_auth_critical_tests_spec.rb[1:1:3:2]       | passed  | 0.02568 seconds |
./spec/models/user_auth_critical_tests_spec.rb[1:1:4:1]       | passed  | 0.38555 seconds |
./spec/models/user_auth_critical_tests_spec.rb[1:1:4:2]       | passed  | 0.05448 seconds |
./spec/models/user_auth_critical_tests_spec.rb[1:1:5:1]       | passed  | 0.0921 seconds  |
./spec/models/user_auth_critical_tests_spec.rb[1:1:5:2]       | passed  | 0.06569 seconds |
./spec/models/user_auth_critical_tests_spec.rb[1:1:6:1]       | passed  | 0.03165 seconds |
./spec/models/user_auth_critical_tests_spec.rb[1:1:6:2]       | passed  | 0.02121 seconds |
./spec/models/user_auth_critical_tests_spec.rb[1:1:6:3]       | passed  | 0.02629 seconds |
./spec/models/user_auth_critical_tests_spec.rb[1:1:7:1]       | passed  | 0.00457 seconds |
./spec/models/user_auth_critical_tests_spec.rb[1:1:7:2]       | passed  | 0.04611 seconds |
./spec/models/user_authentication_edge_cases_spec.rb[1:1:1:1] | passed  | 0.11484 seconds |
./spec/models/user_authentication_edge_cases_spec.rb[1:1:1:2] | passed  | 0.32014 seconds |
./spec/models/user_authentication_edge_cases_spec.rb[1:1:2:1] | passed  | 0.01725 seconds |
./spec/models/user_authentication_edge_cases_spec.rb[1:1:2:2] | passed  | 0.02147 seconds |
./spec/models/user_authentication_edge_cases_spec.rb[1:1:2:3] | passed  | 0.00277 seconds |
./spec/models/user_authentication_edge_cases_spec.rb[1:1:2:4] | passed  | 0.00282 seconds |
./spec/models/user_authentication_edge_cases_spec.rb[1:1:3:1] | passed  | 0.03542 seconds |
./spec/models/user_authentication_edge_cases_spec.rb[1:1:3:2] | passed  | 0.04896 seconds |
./spec/models/user_authentication_edge_cases_spec.rb[1:1:3:3] | passed  | 0.0415 seconds  |
./spec/models/user_authentication_edge_cases_spec.rb[1:1:4:1] | passed  | 0.03009 seconds |
./spec/models/user_authentication_edge_cases_spec.rb[1:1:4:2] | passed  | 0.02753 seconds |
./spec/models/user_authentication_edge_cases_spec.rb[1:1:5:1] | passed  | 0.01852 seconds |
./spec/models/user_authentication_edge_cases_spec.rb[1:1:5:2] | passed  | 0.01744 seconds |
./spec/models/user_authentication_edge_cases_spec.rb[1:1:5:3] | passed  | 0.02733 seconds |
./spec/models/user_authentication_edge_cases_spec.rb[1:1:5:4] | passed  | 0.00453 seconds |
./spec/models/user_authentication_edge_cases_spec.rb[1:1:6:1] | passed  | 0.42554 seconds |
./spec/models/user_authentication_edge_cases_spec.rb[1:1:6:2] | passed  | 0.09645 seconds |
./spec/models/user_authentication_edge_cases_spec.rb[1:1:6:3] | passed  | 0.04542 seconds |
./spec/models/user_authentication_edge_cases_spec.rb[1:1:7:1] | passed  | 0.01983 seconds |
./spec/models/user_authentication_edge_cases_spec.rb[1:1:8:1] | passed  | 0.11507 seconds |
./spec/models/user_authentication_edge_cases_spec.rb[1:1:8:2] | passed  | 0.03413 seconds |
./spec/models/user_authentication_edge_cases_spec.rb[1:1:8:3] | passed  | 0.02928 seconds |
./spec/models/user_authentication_edge_cases_spec.rb[1:1:8:4] | passed  | 0.10257 seconds |
./spec/models/user_ldap_spec.rb[1:1:1:1]                      | passed  | 0.02114 seconds |
./spec/models/user_ldap_spec.rb[1:1:2:1]                      | passed  | 0.309 seconds   |
./spec/models/user_ldap_spec.rb[1:1:3:1]                      | passed  | 0.04042 seconds |
./spec/models/user_ldap_spec.rb[1:1:4:1]                      | passed  | 0.04737 seconds |
./spec/models/user_ldap_spec.rb[1:1:5:1]                      | passed  | 0.11761 seconds |
./spec/models/user_ldap_spec.rb[1:1:6:1]                      | passed  | 0.0075 seconds  |
./spec/models/user_okta_spec.rb[1:1:1:1]                      | passed  | 0.04857 seconds |
./spec/models/user_okta_spec.rb[1:1:2:1]                      | passed  | 0.08437 seconds |
./spec/models/user_okta_spec.rb[1:1:3:1]                      | passed  | 0.45487 seconds |
./spec/models/users_spec.rb[1:1:1:1]                          | passed  | 0.04257 seconds |
./spec/models/users_spec.rb[1:1:2:1]                          | passed  | 0.03591 seconds |
./spec/models/users_spec.rb[1:1:3:1]                          | passed  | 0.0269 seconds  |
./spec/models/users_spec.rb[1:1:3:2]                          | passed  | 0.06098 seconds |
./spec/models/users_spec.rb[2:1]                              | passed  | 0.01149 seconds |
./spec/models/users_spec.rb[2:2]                              | passed  | 0.06096 seconds |
./spec/models/users_spec.rb[2:3]                              | passed  | 0.05843 seconds |
./spec/models/users_spec.rb[2:4]                              | passed  | 0.22876 seconds |
./spec/requests/admin/audits_spec.rb[1:1:1:1]                 | passed  | 0.02867 seconds |
./spec/requests/admin/audits_spec.rb[1:1:2:1]                 | passed  | 0.12037 seconds |
./spec/requests/admin/audits_spec.rb[1:1:3:1]                 | passed  | 0.15656 seconds |
./spec/requests/admin/audits_spec.rb[1:1:3:2]                 | passed  | 0.16835 seconds |
./spec/requests/admin/audits_spec.rb[1:1:3:3]                 | passed  | 0.13032 seconds |
./spec/requests/admin/audits_spec.rb[1:1:3:4]                 | passed  | 0.12929 seconds |
./spec/requests/admin/audits_spec.rb[1:1:3:5]                 | passed  | 0.14847 seconds |
./spec/requests/admin/audits_spec.rb[1:1:3:6]                 | passed  | 0.17224 seconds |
./spec/requests/admin/audits_spec.rb[1:1:3:7]                 | passed  | 0.12737 seconds |
./spec/requests/admin/audits_spec.rb[1:2:1:1]                 | passed  | 0.21377 seconds |
./spec/requests/admin/audits_spec.rb[1:2:1:2]                 | passed  | 0.48043 seconds |
./spec/requests/admin/audits_spec.rb[1:3:1:1]                 | passed  | 0.11824 seconds |
./spec/requests/admin/audits_spec.rb[1:3:1:2]                 | passed  | 0.13767 seconds |
./spec/requests/admin/dashboard_spec.rb[1:1:1:1]              | passed  | 0.01801 seconds |
./spec/requests/admin/dashboard_spec.rb[1:1:2:1]              | passed  | 0.06444 seconds |
./spec/requests/admin/dashboard_spec.rb[1:1:3:1]              | passed  | 0.21471 seconds |
./spec/requests/admin/dashboard_spec.rb[1:1:3:2]              | passed  | 0.06863 seconds |
./spec/requests/admin/dashboard_spec.rb[1:2:1:1]              | passed  | 0.04416 seconds |
./spec/requests/admin/dashboard_spec.rb[1:2:2:1]              | passed  | 0.23233 seconds |
./spec/requests/admin/dashboard_spec.rb[1:2:2:2]              | passed  | 0.33913 seconds |
./spec/requests/admin/dashboard_spec.rb[1:2:2:3]              | passed  | 0.07509 seconds |
./spec/requests/admin/settings_spec.rb[1:1:1:1]               | passed  | 0.03092 seconds |
./spec/requests/admin/settings_spec.rb[1:1:2:1]               | passed  | 0.13055 seconds |
./spec/requests/admin/settings_spec.rb[1:1:3:1]               | passed  | 0.44267 seconds |
./spec/requests/admin/settings_spec.rb[1:1:3:2]               | passed  | 0.05965 seconds |
./spec/requests/admin/settings_spec.rb[1:1:3:3]               | passed  | 0.04371 seconds |
./spec/requests/admin/settings_spec.rb[1:1:3:4]               | passed  | 0.10435 seconds |
./spec/requests/admin/settings_spec.rb[1:1:3:5]               | passed  | 0.04336 seconds |
./spec/requests/admin/settings_spec.rb[1:1:3:6]               | passed  | 0.04626 seconds |
./spec/requests/admin/settings_spec.rb[1:1:3:7]               | passed  | 0.06069 seconds |
./spec/requests/admin/settings_spec.rb[1:1:3:8]               | passed  | 0.04341 seconds |
./spec/requests/admin/settings_spec.rb[1:1:3:9]               | passed  | 0.07373 seconds |
./spec/requests/admin/settings_spec.rb[1:1:3:10]              | passed  | 0.04429 seconds |
./spec/requests/admin/users_spec.rb[1:1:1:1]                  | passed  | 0.02612 seconds |
./spec/requests/admin/users_spec.rb[1:1:2:1]                  | passed  | 0.05658 seconds |
./spec/requests/admin/users_spec.rb[1:1:3:1]                  | passed  | 0.15588 seconds |
./spec/requests/admin/users_spec.rb[1:1:3:2]                  | passed  | 0.05074 seconds |
./spec/requests/admin/users_spec.rb[1:1:3:3]                  | passed  | 0.10951 seconds |
./spec/requests/admin/users_spec.rb[1:1:3:4]                  | passed  | 0.08581 seconds |
./spec/requests/admin/users_spec.rb[1:1:3:5]                  | passed  | 0.07775 seconds |
./spec/requests/admin/users_spec.rb[1:1:3:6]                  | passed  | 0.0691 seconds  |
./spec/requests/admin/users_spec.rb[1:1:3:7]                  | passed  | 0.08474 seconds |
./spec/requests/admin/users_spec.rb[1:2:1:1]                  | passed  | 0.0647 seconds  |
